temperatura,humidade,minutos,nivel
23,48,495,0
21,55,496,0
22,51,497,0
23,49,496,0
21,51,499,0
23,53,498,0
21,54,494,0
20,52,493,0
20,48,498,0
20,50,494,0
22,51,498,0
22,52,497,0
21,51,491,0
23,48,492,0
23,49,499,0
21,54,495,0
21,48,491,0
23,53,494,0
23,49,491,0
20,53,496,0
22,53,492,0
23,49,497,0
23,50,494,0
22,51,497,0
20,54,494,0
23,49,500,0
22,51,495,0
21,49,494,0
21,52,496,0
20,52,495,0
21,54,494,0
22,53,492,0
23,54,491,0
23,54,500,0
23,55,492,0
21,53,496,0
21,52,497,0
22,50,497,0
20,55,497,0
21,50,495,0
20,55,496,0
21,51,494,0
20,48,492,0
21,48,497,0
20,48,499,0
23,52,493,0
20,48,494,0
23,53,492,0
22,51,492,0
23,55,495,0
20,51,493,0
20,48,500,0
21,48,492,0
23,54,493,0
22,51,492,0
23,55,495,0
22,54,495,0
23,49,497,0
20,54,499,0
23,49,493,0
23,48,491,0
21,52,493,0
22,49,499,0
21,49,499,0
20,49,499,0
21,52,499,0
23,50,493,0
23,54,493,0
21,52,494,0
20,51,493,0
22,49,493,0
23,48,493,0
23,53,500,0
20,52,494,0
21,55,500,0
22,54,500,0
21,53,492,0
20,53,496,0
21,52,495,0
22,48,498,0
20,52,496,0
22,55,491,0
20,54,496,0
23,53,496,0
21,55,494,0
20,52,493,0
23,53,491,0
21,50,499,0
21,54,497,0
23,48,493,0
22,55,498,0
22,49,496,0
20,51,495,0
23,49,500,0
21,54,498,0
20,50,498,0
22,51,494,0
22,55,498,0
20,50,499,0
21,53,499,0
23,50,498,0
22,51,497,0
23,55,493,0
21,48,497,0
20,51,491,0
21,53,496,0
22,55,496,0
22,52,498,0
20,49,492,0
21,55,496,0
21,50,494,0
23,50,492,0
23,55,494,0
22,48,498,0
20,54,491,0
23,48,496,0
22,54,497,0
22,51,494,0
23,54,498,0
23,48,493,0
20,53,500,0
20,53,491,0
21,55,494,0
22,51,493,0
22,53,498,0
22,48,500,0
22,50,492,0
21,55,497,0
22,54,493,0
21,53,497,0
21,54,494,0
20,49,494,0
20,55,494,0
20,52,497,0
21,54,496,0
21,50,492,0
20,54,493,0
20,53,498,0
20,52,494,0
23,53,497,0
21,53,491,0
20,54,500,0
21,55,494,0
20,53,498,0
23,51,493,0
22,52,495,0
22,52,493,0
21,54,496,0
23,48,498,0
23,53,494,0
20,48,500,0
21,52,497,0
21,50,496,0
22,54,497,0
20,52,495,0
22,52,500,0
20,50,491,0
21,55,494,0
21,49,497,0
23,48,497,0
20,55,491,0
20,52,491,0
22,54,496,0
23,52,496,0
20,50,497,0
20,52,499,0
23,51,499,0
20,51,496,0
22,52,496,0
20,55,496,0
22,53,500,0
21,55,491,0
20,54,495,0
22,50,499,0
20,51,492,0
21,48,492,0
20,49,492,0
20,53,499,0
23,55,492,0
22,49,497,0
21,49,492,0
21,53,500,0
23,49,491,0
21,51,494,0
22,55,500,0
21,53,494,0
22,49,495,0
20,49,491,0
23,50,491,0
21,53,494,0
21,52,500,0
23,53,493,0
23,48,495,0
20,53,494,0
21,50,497,0
20,55,492,0
22,48,496,0
21,50,498,0
20,55,500,0
22,48,495,0
20,53,495,0
23,49,493,0
20,49,499,0
21,55,500,0
23,50,496,0
20,54,500,0
21,48,493,0
23,49,495,0
23,48,493,0
22,52,495,0
20,49,492,0
21,53,498,0
21,55,500,0
21,49,500,0
20,52,497,0
23,48,500,0
23,55,499,0
21,52,499,0
23,49,491,0
20,52,494,0
21,49,492,0
22,52,491,0
20,53,495,0
21,49,499,0
21,49,491,0
23,53,497,0
23,54,498,0
20,53,493,0
21,48,493,0
22,49,498,0
20,54,495,0
21,53,493,0
20,52,492,0
23,51,498,0
23,54,499,0
21,49,493,0
21,49,498,0
22,51,500,0
20,55,491,0
23,49,492,0
20,53,496,0
20,50,491,0
21,52,492,0
20,55,491,0
20,55,495,0
23,52,494,0
20,54,495,0
23,50,491,0
22,52,498,0
22,50,492,0
20,52,500,0
20,48,495,0
21,54,492,0
23,54,495,0
21,55,497,0
31,54,1087,1
30,52,1089,1
31,54,1086,1
31,50,1083,1
31,55,1088,1
30,51,1086,1
30,50,1087,1
32,50,1085,1
31,54,1090,1
30,53,1082,1
31,53,1081,1
31,54,1082,1
30,55,1088,1
30,53,1083,1
29,49,1083,1
30,52,1085,1
29,52,1088,1
28,49,1085,1
32,55,1088,1
31,55,1085,1
31,51,1090,1
31,53,1080,1
31,51,1088,1
32,53,1081,1
32,49,1089,1
30,51,1089,1
32,55,1089,1
28,52,1089,1
31,53,1081,1
28,51,1082,1
30,48,1080,1
28,49,1086,1
29,53,1080,1
29,48,1082,1
29,49,1087,1
30,55,1084,1
31,51,1085,1
30,53,1083,1
31,52,1083,1
31,50,1085,1
28,54,1090,1
29,49,1088,1
29,51,1090,1
28,53,1089,1
32,53,1084,1
32,55,1084,1
30,52,1083,1
29,48,1089,1
29,49,1089,1
32,53,1086,1
30,55,1082,1
28,48,1088,1
31,53,1087,1
29,48,1082,1
29,55,1080,1
30,49,1089,1
30,48,1086,1
30,49,1085,1
32,48,1087,1
32,49,1081,1
29,49,1084,1
29,55,1089,1
28,48,1084,1
31,51,1086,1
28,54,1082,1
31,51,1084,1
28,50,1085,1
32,52,1087,1
28,53,1083,1
28,50,1081,1
28,48,1081,1
30,54,1084,1
29,55,1087,1
32,49,1081,1
32,53,1087,1
32,52,1088,1
31,49,1080,1
32,51,1088,1
32,54,1086,1
29,49,1081,1
28,49,1089,1
31,49,1089,1
31,50,1090,1
29,54,1089,1
32,53,1083,1
31,54,1083,1
28,51,1087,1
28,52,1083,1
29,51,1090,1
30,50,1088,1
31,52,1085,1
29,50,1088,1
29,51,1090,1
30,54,1084,1
28,52,1083,1
31,48,1084,1
30,52,1090,1
28,48,1083,1
31,52,1083,1
29,50,1090,1
30,49,1080,1
32,54,1089,1
31,52,1088,1
29,54,1085,1
32,51,1086,1
32,50,1081,1
28,49,1083,1
32,50,1081,1
32,55,1086,1
32,50,1084,1
28,50,1087,1
30,53,1081,1
30,54,1088,1
28,53,1082,1
31,51,1088,1
32,52,1088,1
28,49,1090,1
32,52,1086,1
31,50,1090,1
31,52,1084,1
30,52,1081,1
28,51,1087,1
31,54,1080,1
32,51,1086,1
32,54,1081,1
29,53,1085,1
30,53,1087,1
29,48,1081,1
29,50,1087,1
31,55,1087,1
29,48,1087,1
29,50,1085,1
29,48,1082,1
28,51,1090,1
29,48,1085,1
28,50,1080,1
32,54,1084,1
30,54,1086,1
32,52,1086,1
28,53,1085,1
29,52,1087,1
28,49,1090,1
31,50,1081,1
30,55,1088,1
28,50,1088,1
30,50,1084,1
31,50,1081,1
32,49,1084,1
30,55,1081,1
28,52,1080,1
29,50,1086,1
32,48,1084,1
30,48,1089,1
32,51,1088,1
30,52,1090,1
29,55,1082,1
31,55,1086,1
31,50,1081,1
28,55,1084,1
30,50,1088,1
32,49,1080,1
28,50,1081,1
29,49,1087,1
31,50,1085,1
32,51,1086,1
30,53,1084,1
28,53,1090,1
30,52,1084,1
28,55,1083,1
31,48,1081,1
28,50,1085,1
30,52,1089,1
32,55,1090,1
31,51,1088,1
30,51,1083,1
28,54,1090,1
32,48,1081,1
30,54,1083,1
32,48,1082,1
30,50,1081,1
29,55,1081,1
31,55,1089,1
31,55,1084,1
30,52,1086,1
28,49,1086,1
30,52,1088,1
32,53,1082,1
31,54,1090,1
31,50,1089,1
32,53,1086,1
32,53,1087,1
30,50,1080,1
29,55,1087,1
32,55,1090,1
29,53,1086,1
32,50,1082,1
30,55,1082,1
31,51,1090,1
29,52,1080,1
28,49,1089,1
29,54,1086,1
30,55,1081,1
29,49,1087,1
30,49,1088,1
30,52,1086,1
29,54,1090,1
31,52,1080,1
31,50,1089,1
28,52,1080,1
31,50,1081,1
32,52,1087,1
31,49,1087,1
31,48,1090,1
28,49,1081,1
30,54,1086,1
28,51,1087,1
31,50,1088,1
31,51,1088,1
31,49,1090,1
32,50,1087,1
28,50,1081,1
32,53,1084,1
30,55,1081,1
30,52,1085,1
31,54,1090,1
29,55,1086,1
28,54,1090,1
28,51,1088,1
29,48,1082,1
32,51,1083,1
32,48,1084,1
29,55,1081,1
29,48,1080,1
29,49,1088,1
31,53,1083,1
31,55,1082,1
28,55,1090,1
30,51,1084,1
30,55,1087,1
29,49,1080,1
32,49,1086,1
29,50,1090,1
32,53,1087,1
28,53,1090,1
30,48,1085,1
30,55,1081,1
29,55,1086,1
31,51,1088,1
32,51,1082,1
28,48,1088,1
30,48,1089,1
29,55,1085,1
31,50,1083,1
31,55,1089,1
31,49,1089,1
30,54,1087,1
32,54,1087,1
31,48,1087,1
29,54,1084,1
31,51,1084,1
31,48,1083,1
32,54,1083,1
30,51,1085,1
29,51,1088,1
32,48,1085,1
28,55,1083,1
28,51,1088,1
30,53,1089,1
31,48,1082,1
31,49,1081,1
32,55,1085,1
30,48,1083,1
28,51,1084,1
32,48,1085,1
31,54,1085,1
29,53,1088,1
29,52,1089,1
31,52,1089,1
31,52,1080,1
32,49,1085,1
32,48,1088,1
29,50,1090,1
29,52,1084,1
29,49,1089,1
31,51,1088,1
31,50,1086,1
28,53,1080,1
28,48,1085,1
29,48,1080,1
28,54,1087,1
32,55,1089,1
32,54,1087,1
29,49,1090,1
31,55,1085,1
32,48,1089,1
31,51,1081,1
28,53,1089,1
29,53,1088,1
32,50,1081,1
32,48,1088,1
29,49,1088,1
30,53,1080,1
30,54,1081,1
31,48,1082,1
32,53,1080,1
32,51,1086,1
29,50,1084,1
31,50,1088,1
32,53,1080,1
28,51,1088,1
28,51,1086,1
30,49,1083,1
28,55,1089,1
29,51,1081,1
31,52,1088,1
30,48,1080,1
28,48,1085,1
32,51,1083,1
28,50,1081,1
31,50,1082,1
29,50,1090,1
30,49,1089,1
31,52,1086,1
28,48,1080,1
32,48,1080,1
30,55,1087,1
28,54,1087,1
28,55,1083,1
29,48,1084,1
32,54,1088,1
28,48,1083,1
30,53,1089,1
32,52,1090,1
31,48,1089,1
31,48,1087,1
28,52,1081,1
28,50,1090,1
29,55,1088,1
32,55,1080,1
28,54,1086,1
30,53,1089,1
32,52,1089,1
31,50,1080,1
31,55,1086,1
28,54,1083,1
29,52,1083,1
32,51,1084,1
28,52,1085,1
29,48,1082,1
32,53,1087,1
31,52,1086,1
31,49,1087,1
32,54,1090,1
31,55,1082,1
29,54,1088,1
32,50,1089,1
30,50,1087,1
31,53,1088,1
28,49,1090,1
32,55,1080,1
32,53,1085,1
32,54,1088,1
31,54,1086,1
30,54,1090,1
29,48,1082,1
28,55,1088,1
32,54,1086,1
30,51,1084,1
29,54,1083,1
32,54,1086,1
31,52,1080,1
30,48,1084,1
30,48,1088,1
29,55,1082,1
31,54,1082,1
32,48,1083,1
30,50,1081,1
29,55,1082,1
29,48,1081,1
29,53,1083,1
28,51,1082,1
28,49,1081,1
29,53,1088,1
32,55,1084,1
28,52,1086,1
32,51,1082,1
28,53,1087,1
28,55,1081,1
28,52,1080,1
32,55,1088,1
30,55,1088,1
28,53,1089,1
30,54,1084,1
28,48,1082,1
30,48,1089,1
28,51,1090,1
32,48,1083,1
31,53,1082,1
31,49,1089,1
31,48,1083,1
28,48,1090,1
29,49,1084,1
31,48,1082,1
31,52,1082,1
29,49,1081,1
30,54,1087,1
30,52,1087,1
30,55,1082,1
32,50,1084,1
32,54,1080,1
30,50,1090,1
31,55,1090,1
31,49,1088,1
30,49,1080,1
31,50,1084,1
32,55,1086,1
29,54,1090,1
30,50,1082,1
32,48,1080,1
28,55,1089,1
29,49,1089,1
32,49,1082,1
30,50,1081,1
30,48,1086,1
31,48,1082,1
32,51,1081,1
29,55,1080,1
29,54,1081,1
31,52,1080,1
32,52,1087,1
31,53,1083,1
28,55,1087,1
31,53,1090,1
28,54,1081,1
29,53,1087,1
31,48,1081,1
32,55,1080,1
31,54,1081,1
32,54,1081,1
32,50,1086,1
31,52,1084,1
28,51,1080,1
31,54,1082,1
28,50,1084,1
28,48,1082,1
30,54,1089,1
28,50,1085,1
32,52,1084,1
30,50,1090,1
28,55,1086,1
30,48,1088,1
30,50,1090,1
29,54,1082,1
32,55,1090,1
29,55,1082,1
28,55,1090,1
28,51,1082,1
29,48,1083,1
31,55,1090,1
30,55,1088,1
28,51,1083,1
28,50,1090,1
32,49,1080,1
28,49,1081,1
30,52,1080,1
32,51,1083,1
28,55,1087,1
29,48,1080,1
29,51,1086,1
29,55,1082,1
28,54,1088,1
29,52,1082,1
30,48,1086,1
31,55,1088,1
32,55,1087,1
30,54,1086,1
28,50,1081,1
30,48,1082,1
31,52,1088,1
29,53,1089,1
28,50,1080,1
29,53,1086,1
31,52,1089,1
29,49,1085,1
32,48,1080,1
30,48,1087,1
28,55,1090,1
30,55,1082,1
29,54,1087,1
30,52,1083,1
29,54,1090,1
28,53,1088,1
29,51,1081,1
28,51,1087,1
32,51,1086,1
28,52,1080,1
30,50,1090,1
28,51,1080,1
31,52,1083,1
29,48,1088,1
30,52,1088,1
32,54,1083,1
29,54,1085,1
30,55,1086,1
32,52,1089,1
32,49,1088,1
28,50,1081,1
30,54,1083,1
32,49,1090,1
31,51,1089,1
29,51,1081,1
28,51,1080,1
28,50,1090,1
29,55,1089,1
29,55,1080,1
29,53,1083,1
30,54,1084,1
31,53,1085,1
32,55,1089,1
28,48,1083,1
28,50,1080,1
28,49,1084,1
29,50,1086,1
29,49,1080,1
30,53,1085,1
29,54,1083,1
31,49,1087,1
28,49,1088,1
30,54,1090,1
28,53,1084,1
29,54,1088,1
31,48,1089,1
30,48,1085,1
31,55,1088,1
29,49,1082,1
29,50,1087,1
31,49,1090,1
31,51,1087,1
32,51,1081,1
28,50,1087,1
31,49,1086,1
30,51,1090,1
32,52,1080,1
30,50,1081,1
32,51,1086,1
31,52,1087,1
32,52,1089,1
30,53,1090,1
32,49,1090,1
32,53,1089,1
28,53,1081,1
31,51,1084,1
32,49,1090,1
28,54,1089,1
30,51,1089,1
32,50,1088,1
29,50,1086,1
29,53,1085,1
29,48,1085,1
30,53,1088,1
31,48,1089,1
28,50,1084,1
28,54,1088,1
31,49,1086,1
31,53,1080,1
28,54,1083,1
28,53,1080,1
29,52,1083,1
31,53,1085,1
31,54,1084,1
28,48,1089,1
28,53,1082,1
28,53,1083,1
31,55,1087,1
28,55,1086,1
30,52,1089,1
29,51,1090,1
28,49,1087,1
32,55,1087,1
32,51,1081,1
31,49,1085,1
28,52,1080,1
30,50,1088,1
32,49,1089,1
32,49,1087,1
30,48,1081,1
28,52,1084,1
32,51,1089,1
29,53,1083,1
28,53,1081,1
28,50,1080,1
29,52,1080,1
32,54,1083,1
28,53,1089,1
28,51,1090,1
31,51,1088,1
30,53,1086,1
29,55,1082,1
28,53,1084,1
29,49,1087,1
30,50,1086,1
32,51,1080,1
32,51,1088,1
31,52,1082,1
31,51,1089,1
29,50,1089,1
31,55,1082,1
30,51,1086,1
32,55,1089,1
30,49,1085,1
31,49,1086,1
28,53,1089,1
30,54,1089,1
30,54,1087,1
32,51,1089,1
30,48,1081,1
31,48,1080,1
28,55,1080,1
29,54,1086,1
30,55,1088,1
28,48,1087,1
32,55,1087,1
32,49,1090,1
28,55,1085,1
29,49,1089,1
32,54,1088,1
28,50,1084,1
30,54,1086,1
29,54,1080,1
32,49,1082,1
30,50,1081,1
28,48,1081,1
32,52,1080,1
29,48,1081,1
32,50,1090,1
32,55,1086,1
29,53,1083,1
32,55,1087,1
30,55,1080,1
30,52,1085,1
28,54,1088,1
31,49,1087,1
30,55,1083,1
32,48,1085,1
30,54,1088,1
30,49,1090,1
32,52,1082,1
28,51,1088,1
31,50,1081,1
31,49,1085,1
32,54,1084,1
31,55,1087,1
28,49,1083,1
29,53,1080,1
29,52,1082,1
30,53,1082,1
32,49,1080,1
29,55,1083,1
28,49,1085,1
28,54,1085,1
28,48,1086,1
30,53,1084,1
29,53,1084,1
31,51,1083,1
29,48,1089,1
29,51,1083,1
29,49,1087,1
30,49,1082,1
28,50,1082,1
31,53,1081,1
28,48,1083,1
29,54,1088,1
31,53,1080,1
28,55,1087,1
28,53,1086,1
30,55,1090,1
31,48,1080,1
31,49,1089,1
31,50,1081,1
29,53,1090,1
28,48,1086,1
30,49,1084,1
30,50,1080,1
28,54,1080,1
28,48,1090,1
32,53,1084,1
28,55,1085,1
31,49,1083,1
29,52,1084,1
28,51,1080,1
31,53,1088,1
29,48,1081,1
32,49,1083,1
30,53,1080,1
30,50,1089,1
30,54,1084,1
29,55,1085,1
31,51,1086,1
30,49,1086,1
29,54,1080,1
28,48,1085,1
30,49,1089,1
29,54,1086,1
28,50,1083,1
31,50,1084,1
28,55,1086,1
30,52,1087,1
31,50,1090,1
31,53,1084,1
32,50,1087,1
28,49,1087,1
30,49,1085,1
30,51,1085,1
30,54,1089,1
30,55,1089,1
31,53,1090,1
31,48,1080,1
29,51,1087,1
30,51,1090,1
31,54,1085,1
30,48,1088,1
30,54,1081,1
30,54,1083,1
28,48,1080,1
28,55,1080,1
30,49,1082,1
31,52,1084,1
31,50,1089,1
28,51,1084,1
30,52,1081,1
28,52,1081,1
31,52,1080,1
29,52,1085,1
31,55,1081,1
29,55,1086,1
29,55,1081,1
29,51,1080,1
31,55,1087,1
32,53,1082,1
31,52,1080,1
28,51,1082,1
29,50,1087,1
31,48,1084,1
30,50,1081,1
29,53,1088,1
30,51,1080,1
29,49,1086,1
28,49,1086,1
32,51,1085,1
29,51,1086,1
31,55,1084,1
31,52,1090,1
28,52,1085,1
30,55,1082,1
29,50,1088,1
28,52,1086,1
29,49,1087,1
28,50,1081,1
32,49,1089,1
31,48,1089,1
32,48,1087,1
29,49,1086,1
29,52,1086,1
29,54,1089,1
31,49,1087,1
30,49,1087,1
32,50,1088,1
32,50,1081,1
28,49,1085,1
29,49,1085,1
30,48,1088,1
31,48,1081,1
28,50,1082,1
29,49,1083,1
28,53,1081,1
28,54,1082,1
32,50,1085,1
28,53,1090,1
29,48,1080,1
32,51,1086,1
28,54,1085,1
32,54,1087,1
30,51,1080,1
29,48,1089,1
30,49,1085,1
31,51,1082,1
28,53,1088,1
31,54,1082,1
29,48,1080,1
29,54,1082,1
30,49,1081,1
31,49,1090,1
28,49,1083,1
28,52,1086,1
29,55,1090,1
29,54,1085,1
29,50,1089,1
29,49,1085,1
30,48,1081,1
32,55,1085,1
28,48,1080,1
29,54,1085,1
32,54,1089,1
32,51,1086,1
28,50,1090,1
30,48,1089,1
32,52,1087,1
29,52,1087,1
31,55,1085,1
32,51,1081,1
31,48,1084,1
29,53,1090,1
29,55,1083,1
30,49,1087,1
32,55,1087,1
31,53,1085,1
30,49,1081,1
29,52,1087,1
30,55,1087,1
32,50,1085,1
32,48,1084,1
29,51,1083,1
29,50,1089,1
29,52,1089,1
32,53,1085,1
31,48,1083,1
29,49,1090,1
29,55,1088,1
30,51,1085,1
32,49,1084,1
29,51,1083,1
31,51,1080,1
32,48,1082,1
30,53,1082,1
30,48,1085,1
29,54,1086,1
30,50,1082,1
28,55,1081,1
32,52,1081,1
31,52,1089,1
32,54,1085,1
32,54,1085,1
29,53,1086,1
29,50,1082,1
30,48,1082,1
28,53,1085,1
32,54,1083,1
28,53,1088,1
30,51,1083,1
31,52,1082,1
31,51,1087,1
32,52,1080,1
32,54,1088,1
28,52,1090,1
28,55,1086,1
29,49,1085,1
29,52,1081,1
28,55,1082,1
30,50,1084,1
29,50,1084,1
32,50,1080,1
30,48,1082,1
32,49,1084,1
30,53,1085,1
30,55,1082,1
29,48,1086,1
32,50,1090,1
30,49,1086,1
28,51,1081,1
30,51,1090,1
30,53,1084,1
28,51,1090,1
31,53,1090,1
28,55,1090,1
28,50,1090,1
31,53,1080,1
29,53,1090,1
28,54,1080,1
30,51,1084,1
30,55,1082,1
30,52,1089,1
29,55,1083,1
30,55,1087,1
29,54,1086,1
29,51,1082,1
32,51,1083,1
28,48,1088,1
28,48,1084,1
28,48,1085,1
29,54,1084,1
31,49,1085,1
30,51,1090,1
29,51,1083,1
28,52,1084,1
29,48,1087,1
28,50,1088,1
29,50,1090,1
28,54,1087,1
30,54,1088,1
32,52,1081,1
31,55,1089,1
29,55,1085,1
30,55,1082,1
28,55,1085,1
32,50,1089,1
29,53,1087,1
32,52,1080,1
32,49,1087,1
29,49,1090,1
29,50,1086,1
30,55,1083,1
31,55,1085,1
30,55,1082,1
30,53,1081,1
31,53,1080,1
32,52,1085,1
28,55,1089,1
29,51,1088,1
32,53,1086,1
28,48,1087,1
28,55,1090,1
32,54,1081,1
31,49,1083,1
29,50,1086,1
32,48,1085,1
32,50,1081,1
31,55,1083,1
32,53,1081,1
31,48,1088,1
30,50,1085,1
32,54,1086,1
32,51,1086,1
28,52,1084,1
31,48,1082,1
30,55,1080,1
28,51,1090,1
30,55,1087,1
28,54,1088,1
31,55,1089,1
32,48,1087,1
30,52,1089,1
31,55,1085,1
28,53,1088,1
31,48,1084,1
28,55,1083,1
29,49,1087,1
30,48,1089,1
29,51,1080,1
28,53,1083,1
30,55,1089,1
28,50,1085,1
31,54,1080,1
29,53,1083,1
28,54,1087,1
29,48,1084,1
32,50,1085,1
29,50,1083,1
32,51,1087,1
30,54,1089,1
28,52,1090,1
32,55,1083,1
32,52,1090,1
32,50,1088,1
28,50,1081,1
28,50,1081,1
32,55,1080,1
29,49,1084,1
28,50,1080,1
28,50,1084,1
32,52,1086,1
30,53,1087,1
28,55,1087,1
29,52,1083,1
30,51,1088,1
29,54,1082,1
29,52,1090,1
30,52,1085,1
32,50,1080,1
31,53,1087,1
29,50,1080,1
31,48,1089,1
30,51,1086,1
30,52,1082,1
28,53,1086,1
30,50,1087,1
28,51,1089,1
28,49,1082,1
31,48,1082,1
32,54,1083,1
32,48,1087,1
30,51,1089,1
28,49,1084,1
29,55,1087,1
31,54,1088,1
30,53,1088,1
29,54,1081,1
32,52,1086,1
28,52,1090,1
32,53,1089,1
31,52,1086,1
31,52,1324,0
30,49,1324,0
29,48,1322,0
28,54,1329,0
30,49,1324,0
30,53,1330,0
32,51,1326,0
30,53,1330,0
30,50,1326,0
30,52,1330,0
28,50,1330,0
30,49,1320,0
31,51,1321,0
28,55,1325,0
32,50,1322,0
28,51,1321,0
28,55,1329,0
29,48,1325,0
32,50,1327,0
32,52,1330,0
32,52,1320,0
29,51,1327,0
28,54,1327,0
30,55,1320,0
30,53,1322,0
28,50,1329,0
28,50,1329,0
31,51,1327,0
30,51,1330,0
28,55,1322,0
29,50,1330,0
31,55,1321,0
30,52,1327,0
30,55,1321,0
30,52,1329,0
28,48,1323,0
28,50,1325,0
31,48,1329,0
30,49,1324,0
31,51,1321,0
30,51,1329,0
30,53,1324,0
28,49,1323,0
31,50,1329,0
29,51,1323,0
28,49,1327,0
29,48,1326,0
32,55,1328,0
32,51,1320,0
30,49,1330,0
29,55,1324,0
28,51,1321,0
31,49,1328,0
31,51,1328,0
32,55,1320,0
30,50,1330,0
32,51,1324,0
29,52,1324,0
31,50,1328,0
32,54,1330,0
29,53,1323,0
32,50,1329,0
31,53,1329,0
31,54,1327,0
31,48,1320,0
31,55,1321,0
30,48,1329,0
32,49,1327,0
28,49,1324,0
28,52,1321,0
29,53,1329,0
28,54,1325,0
29,50,1320,0
30,49,1321,0
30,49,1321,0
31,55,1320,0
30,52,1330,0
28,50,1325,0
31,55,1325,0
29,49,1324,0
29,54,1329,0
31,52,1325,0
32,52,1322,0
32,52,1322,0
29,53,1325,0
29,49,1326,0
31,51,1321,0
32,54,1328,0
31,49,1322,0
32,48,1322,0
28,51,1328,0
29,51,1320,0
29,49,1329,0
28,52,1328,0
29,54,1329,0
30,53,1330,0
31,48,1321,0
30,54,1329,0
28,52,1320,0
29,55,1324,0
28,49,1329,0
28,50,1327,0
32,55,1326,0
31,55,1330,0
32,52,1330,0
31,54,1320,0
29,51,1329,0
30,53,1329,0
29,52,1330,0
31,53,1329,0
32,51,1323,0
32,51,1330,0
31,55,1321,0
32,51,1321,0
28,53,1320,0
30,52,1320,0
32,55,1323,0
31,49,1329,0
29,53,1328,0
29,49,1329,0
31,55,1323,0
31,53,1324,0
31,54,1323,0
28,52,1322,0
28,52,1328,0
28,50,1324,0
32,48,1326,0
29,50,1320,0
29,51,1325,0
28,53,1329,0
30,50,1323,0
29,48,1326,0
28,52,1326,0
28,51,1329,0
28,51,1322,0
30,50,1324,0
28,49,1325,0
31,50,1323,0
31,51,1325,0
31,55,1330,0
32,52,1328,0
29,51,1321,0
31,49,1330,0
30,53,1328,0
29,52,1325,0
32,55,1326,0
29,54,1329,0
29,52,1320,0
32,48,1323,0
29,53,1326,0
31,49,1322,0
31,48,1323,0
28,55,1330,0
32,48,1321,0
29,52,1328,0
30,55,1323,0
29,52,1330,0
31,50,1325,0
32,55,1325,0
32,52,1327,0
30,49,1325,0
31,54,1328,0
31,55,1327,0
30,54,1327,0
28,49,1328,0
31,51,1323,0
31,48,1329,0
28,51,1324,0
29,49,1324,0
30,55,1321,0
28,49,1327,0
28,54,1325,0
32,55,1324,0
32,54,1330,0
28,51,1326,0
30,49,1321,0
29,49,1323,0
29,53,1328,0
31,48,1321,0
31,49,1330,0
29,55,1321,0
28,53,1322,0
28,55,1330,0
28,52,1320,0
31,53,1321,0
30,53,1323,0
30,48,1329,0
31,53,1326,0
31,48,1323,0
32,48,1328,0
31,49,1320,0
31,48,1328,0
28,49,1320,0
30,49,1324,0
31,55,1329,0
29,50,1326,0
30,51,1320,0
32,48,1326,0
30,53,1327,0
32,55,1329,0
32,53,1328,0
28,53,1324,0
28,48,1327,0
30,49,1329,0
31,48,1320,0
30,52,1325,0
30,49,1325,0
29,48,1330,0
32,50,1328,0
32,51,1326,0
31,50,1324,0
32,53,1325,0
32,48,1320,0
31,53,1321,0
28,54,1325,0
30,48,1329,0
28,53,1324,0
31,50,1323,0
28,54,1324,0
29,53,1320,0
28,54,1324,0
30,53,1320,0
32,48,1330,0
30,48,1329,0
32,55,1321,0
28,55,1325,0
32,48,1330,0
28,50,1327,0
31,50,1327,0
32,53,1324,0
29,48,1328,0
28,54,1324,0
32,51,1322,0
28,53,1324,0
32,48,1324,0
30,50,1330,0
32,55,1329,0
28,51,1328,0
28,54,1324,0
29,55,1326,0
32,48,1328,0
28,54,1326,0
28,52,1329,0
30,55,1330,0
29,49,1328,0
31,54,1321,0
30,51,1327,0
31,52,1326,0
32,54,1325,0
28,51,1329,0
29,55,1326,0
29,55,1320,0
30,54,1324,0
29,51,1326,0
32,55,1323,0
29,55,1326,0
30,50,1322,0
32,55,1328,0
28,55,1320,0
29,51,1325,0
31,55,1325,0
28,55,1326,0
30,54,1328,0
28,55,1326,0
31,55,1324,0
31,48,1323,0
32,49,1323,0
32,55,1321,0
29,54,1324,0
29,49,1322,0
28,55,1327,0
29,55,1324,0
29,50,1328,0
30,53,1326,0
29,54,1328,0
29,55,1321,0
31,54,1329,0
28,49,1327,0
31,52,1324,0
30,52,1320,0
28,55,1321,0
31,49,1327,0
28,53,1320,0
31,50,1321,0
30,55,1325,0
29,55,1329,0
28,54,1321,0
32,49,1320,0
28,55,1320,0
31,53,1326,0
32,55,1328,0
31,54,1327,0
30,50,1324,0
28,50,1323,0
31,50,1328,0
31,55,1324,0
29,55,1327,0
30,50,1328,0
28,52,1320,0
28,51,1326,0
28,48,1326,0
31,53,1325,0
29,55,1329,0
30,53,1325,0
31,48,1323,0
30,48,1323,0
31,53,1328,0
29,49,1323,0
28,49,1325,0
29,49,1329,0
30,51,1323,0
31,52,1326,0
32,53,1325,0
31,52,1326,0
28,55,1326,0
28,54,1327,0
31,52,1323,0
28,50,1320,0
29,54,1323,0
31,48,1323,0
28,53,1327,0
32,52,1327,0
30,53,1330,0
28,50,1325,0
29,54,1321,0
32,50,1322,0
29,49,1328,0
