temperatura,humidade,horario,dia_da_semana,nivel
29,50,1080,1,1
28,51,1104,1,1
30,52,1117,1,1
30,52,1091,1,1
27,53,1090,1,1
29,50,1084,1,1
29,54,1121,1,1
30,54,1123,1,1
29,50,1125,1,1
27,50,1123,1,1
28,50,1124,1,1
30,52,1111,1,1
30,54,1105,1,1
29,53,1115,1,1
30,48,1088,1,1
29,54,1097,1,1
27,52,1080,1,1
28,51,1095,1,1
30,52,1100,1,1
28,48,1105,1,1
29,51,1137,1,1
29,49,1130,1,1
29,49,1082,1,1
27,53,1085,1,1
30,48,1115,1,1
29,54,1081,1,1
30,51,1108,1,1
28,48,1095,1,1
30,55,1132,1,1
28,54,1091,1,1
30,54,1129,1,1
30,49,1084,1,1
27,52,1124,1,1
27,53,1133,1,1
29,53,1136,1,1
28,50,1093,1,1
27,48,1081,1,1
28,48,1087,1,1
28,54,1113,1,1
28,49,1135,1,1
30,53,1106,1,1
29,54,1133,1,1
28,48,1088,1,1
29,48,1108,1,1
28,53,1121,1,1
29,54,1125,1,1
29,55,1123,1,1
30,53,1130,1,1
29,53,1133,1,1
27,55,1134,1,1
29,53,1109,1,1
30,54,1124,1,1
28,48,1120,1,1
27,55,1083,1,1
30,50,1107,1,1
28,51,1115,1,1
28,55,1080,1,1
30,48,1110,1,1
27,54,1111,1,1
29,50,1108,1,1
27,55,1105,1,1
30,51,1109,1,1
27,53,1080,1,1
28,48,1122,1,1
27,55,1124,1,1
30,53,1089,1,1
29,48,1104,1,1
27,55,1111,1,1
29,54,1109,1,1
27,50,1140,1,1
29,53,1124,1,1
27,50,1118,1,1
30,52,1105,1,1
30,48,1104,1,1
30,49,1098,1,1
29,49,1116,1,1
28,48,1129,1,1
29,51,1119,1,1
27,48,1111,1,1
30,54,1099,1,1
29,53,1115,1,1
28,48,1086,1,1
30,51,1140,1,1
29,51,1092,1,1
27,48,1137,1,1
29,49,1088,1,1
30,51,1120,1,1
28,55,1113,1,1
30,55,1084,1,1
28,54,1111,1,1
27,48,1123,1,1
29,50,1113,1,1
29,51,1104,1,1
28,54,1124,1,1
27,55,1087,1,1
27,51,1112,1,1
30,52,1129,1,1
27,53,1115,1,1
29,48,1128,1,1
29,49,1100,1,1
28,48,1100,1,1
28,50,1136,1,1
29,52,1119,1,1
29,52,1088,1,1
30,55,1115,1,1
28,51,1120,1,1
28,54,1120,1,1
27,50,1130,1,1
27,53,1095,1,1
29,50,1084,1,1
27,49,1098,1,1
29,53,1092,1,1
28,55,1103,1,1
29,53,1118,1,1
27,50,1104,1,1
27,54,1125,1,1
29,55,1131,1,1
30,53,1134,1,1
27,54,1089,1,1
29,48,1105,1,1
28,50,1139,1,1
27,55,1099,1,1
30,49,1138,1,1
29,51,1088,1,1
28,55,1091,1,1
27,54,1130,1,1
29,50,1135,1,1
29,53,1091,1,1
30,51,1083,1,1
30,53,1086,1,1
28,52,1094,1,1
29,50,1105,1,1
28,52,1090,1,1
27,55,1090,1,1
28,53,1105,1,1
29,48,1095,1,1
30,54,1139,1,1
27,53,1087,1,1
30,49,1116,1,1
29,52,1128,1,1
28,48,1117,1,1
28,49,1087,1,1
30,54,1094,1,1
28,55,1128,1,1
29,53,1110,1,1
30,54,1104,1,1
30,52,1083,1,1
30,48,1121,1,1
28,54,1103,1,1
27,51,1104,1,1
27,52,1132,1,1
28,52,1104,1,1
27,54,1087,1,1
30,50,1133,1,1
27,51,1108,1,1
28,50,1091,1,1
29,54,1134,1,1
30,50,1129,1,1
29,54,1103,1,1
30,48,1105,1,1
27,52,1091,1,1
29,51,1105,1,1
27,52,1087,1,1
28,52,1108,1,1
28,54,1126,1,1
29,48,1128,1,1
28,53,1094,1,1
29,48,1120,1,1
28,48,1119,1,1
27,50,1093,1,1
28,52,1117,1,1
29,52,1135,1,1
29,53,1119,1,1
30,54,1126,1,1
28,54,1096,1,1
28,50,1089,1,1
28,55,1139,1,1
27,48,1096,1,1
28,55,1106,1,1
28,50,1117,1,1
29,49,1098,1,1
27,49,1082,1,1
27,48,1120,1,1
29,55,1115,1,1
28,52,1122,1,1
30,52,1089,1,1
29,53,1101,1,1
30,51,1093,1,1
27,51,1139,1,1
28,49,1100,1,1
29,48,1103,1,1
30,52,1099,1,1
29,52,1096,1,1
28,49,1122,1,1
27,55,1091,1,1
27,54,1100,1,1
29,52,1134,1,1
29,51,1102,1,1
30,55,1136,1,1
28,51,1081,1,1
27,49,1117,1,1
27,51,1135,1,1
27,51,1105,1,1
29,55,1130,1,1
29,50,1117,1,1
30,48,1108,1,1
28,55,1090,1,1
29,52,1113,1,1
28,51,1129,1,1
30,54,1121,1,1
28,53,1084,1,1
30,50,1128,1,1
30,51,1094,1,1
27,49,1089,1,1
27,49,1100,1,1
30,50,1102,1,1
27,55,1114,1,1
30,49,1126,1,1
28,51,1083,1,1
28,51,1127,1,1
29,51,1106,1,1
29,53,1096,1,1
29,48,1081,1,1
27,53,1093,1,1
28,53,1106,1,1
27,55,1129,1,1
28,54,1134,1,1
29,49,1136,1,1
27,49,1107,1,1
30,54,1110,1,1
28,51,1125,1,1
27,54,1094,1,1
30,53,1122,1,1
29,55,1094,1,1
27,53,1099,1,1
27,54,1112,1,1
30,48,1114,1,1
29,54,1097,1,1
27,52,1140,1,1
30,53,1128,1,1
29,51,1111,1,1
28,55,1109,1,1
29,52,1131,1,1
29,48,1089,1,1
29,50,1128,1,1
27,49,1119,1,1
28,54,1080,1,1
28,52,1108,1,1
29,50,1102,1,1
27,53,1097,1,1
28,52,1090,1,1
27,54,1128,1,1
29,53,1131,1,1
30,48,1121,1,1
27,48,1108,1,1
29,55,1089,1,1
29,54,1138,1,1
30,52,1122,1,1
27,53,1121,1,1
27,55,1099,1,1
28,48,1119,1,1
27,53,1087,1,1
27,53,1084,1,1
28,49,1104,1,1
29,52,1096,1,1
30,49,1115,1,1
30,54,1096,1,1
28,48,1113,1,1
27,48,1099,1,1
30,50,1128,1,1
29,55,1127,1,1
28,55,1124,1,1
28,51,1109,1,1
29,52,1089,1,1
28,54,1133,1,1
28,52,1094,1,1
28,54,1131,1,1
29,48,1089,1,1
30,48,1119,1,1
30,55,1126,1,1
29,51,1094,1,1
29,50,1100,1,1
28,50,1136,1,1
28,50,1083,1,1
29,50,1107,1,1
30,49,1104,1,1
29,51,1126,1,1
30,52,1111,1,1
27,51,1106,1,1
30,53,1107,1,1
28,52,1100,1,1
28,53,1091,1,1
28,52,1113,1,1
30,54,1130,1,1
27,53,1125,1,1
28,48,1082,1,1
29,52,1114,1,1
27,55,1111,1,1
29,48,1090,1,1
27,54,1131,1,1
27,49,1105,1,1
29,55,1080,1,1
29,51,1117,1,1
28,54,1109,1,1
30,55,1113,1,1
30,50,1087,1,1
30,48,1085,1,1
29,48,1130,1,1
28,49,1110,1,1
28,52,1100,1,1
30,52,1081,1,1
27,53,1113,1,1
27,51,1136,1,1
27,52,1089,1,1
30,48,1087,1,1
29,49,1135,1,1
29,55,1088,1,1
29,53,1096,1,1
28,54,1116,1,1
28,54,1081,1,1
29,50,1085,1,1
30,54,1116,1,1
28,53,1139,1,1
29,50,1136,1,1
27,48,1092,1,1
29,53,1111,1,1
30,52,1125,1,1
27,50,1107,1,1
28,54,1095,1,1
27,54,1131,1,1
29,49,1096,1,1
30,55,1114,1,1
29,49,1089,1,1
30,50,1113,1,1
30,49,1108,1,1
30,49,1131,1,1
29,48,1092,1,1
27,53,1128,1,1
27,54,1106,1,1
28,50,1089,1,1
28,49,1092,1,1
27,48,1086,1,1
27,53,1132,1,1
28,49,1123,1,1
28,52,1096,1,1
27,50,1106,1,1
27,53,1122,1,1
29,54,1104,1,1
30,49,1091,1,1
29,52,1086,1,1
28,50,1112,1,1
27,55,1086,1,1
27,52,1087,1,1
27,55,1121,1,1
27,54,1121,1,1
27,50,1127,1,1
27,49,1105,1,1
29,50,1124,1,1
29,49,1133,1,1
28,53,1125,1,1
28,50,1134,1,1
27,52,1084,1,1
29,48,1112,1,1
28,53,1093,1,1
27,52,1092,1,1
27,53,1104,1,1
27,49,1113,1,1
28,55,1106,1,1
27,54,1116,1,1
28,52,1124,1,1
30,53,1105,1,1
27,53,1099,1,1
28,52,1107,1,1
27,48,1133,1,1
30,54,1083,1,1
30,50,1123,1,1
28,55,1123,1,1
29,53,1104,1,1
27,53,1087,1,1
28,50,1136,1,1
28,54,1094,1,1
30,55,1131,1,1
28,53,1128,1,1
29,48,1110,1,1
27,49,1097,1,1
27,48,1122,1,1
29,48,1088,1,1
30,51,1111,1,1
28,48,1116,1,1
27,53,1096,1,1
27,52,1120,1,1
27,50,1112,1,1
27,54,1118,1,1
29,52,1102,1,1
29,54,1083,1,1
30,48,1081,1,1
27,49,1123,1,1
28,54,1099,1,1
27,51,1108,1,1
28,48,1131,1,1
30,53,1095,1,1
30,50,1117,1,1
30,53,1081,1,1
27,54,1107,1,1
27,52,1126,1,1
28,48,1081,1,1
27,49,1128,1,1
27,49,1084,1,1
27,50,1125,1,1
28,49,1129,1,1
29,54,1136,1,1
30,54,1087,1,1
29,54,1134,1,1
30,48,1087,1,1
27,53,1120,1,1
29,53,1091,1,1
28,52,1090,1,1
27,54,1109,1,1
28,54,1089,1,1
28,50,1107,1,1
29,49,1103,1,1
27,52,1085,1,1
30,55,1118,1,1
27,48,1122,1,1
29,48,1122,1,1
30,49,1080,1,1
29,53,1139,1,1
27,53,1083,1,1
29,54,1111,1,1
30,55,1115,1,1
30,49,1116,1,1
27,51,1128,1,1
29,55,1097,1,1
27,50,1125,1,1
30,50,1092,1,1
30,52,1082,1,1
29,54,1109,1,1
28,51,1097,1,1
29,51,1093,1,1
30,48,1117,1,1
27,53,1130,1,1
28,49,1140,1,1
30,49,1134,1,1
27,52,1115,1,1
29,50,1127,1,1
27,51,1133,1,1
28,51,1098,1,1
29,55,1133,1,1
27,49,1097,1,1
27,49,1125,1,1
29,53,1111,1,1
29,48,1090,1,1
27,53,1113,1,1
27,53,1134,1,1
30,49,1135,1,1
30,51,1084,1,1
29,49,1116,1,1
27,50,1131,1,1
28,54,1088,1,1
29,51,1111,1,1
28,54,1129,1,1
27,51,1118,1,1
27,51,1098,1,1
27,55,1119,1,1
30,49,1100,1,1
30,50,1117,1,1
28,53,1084,1,1
28,55,1140,1,1
30,50,1132,1,1
28,50,1123,1,1
29,48,1091,1,1
29,50,1091,1,1
27,54,1113,1,1
28,49,1104,1,1
27,53,1103,1,1
27,48,1111,1,1
28,49,1109,1,1
28,48,1123,1,1
27,49,1111,1,1
28,50,1102,1,1
27,49,1140,1,1
30,49,1100,1,1
29,51,1135,1,1
30,55,1133,1,1
27,48,1139,1,1
28,53,1122,1,1
28,55,1139,1,1
28,51,1133,1,1
30,53,1111,1,1
28,53,1082,1,1
30,51,1123,1,1
28,53,1090,1,1
29,55,1126,1,1
29,55,1087,1,1
28,55,1081,1,1
27,48,1080,1,1
27,50,1135,1,1
27,50,1129,1,1
28,52,1098,1,1
27,48,1138,1,1
30,49,1088,1,1
29,50,1135,1,1
28,48,1081,1,1
28,49,1116,1,1
30,51,1088,1,1
29,55,1099,1,1
27,54,1087,1,1
27,52,1111,1,1
29,51,1130,1,1
29,53,1099,1,1
30,55,1136,1,1
30,49,1101,1,1
27,52,1091,1,1
28,53,1118,1,1
28,54,1111,1,1
30,48,1107,1,1
29,53,1115,1,1
28,54,1107,1,1
28,48,1125,1,1
28,49,1123,1,1
28,54,1116,1,1
29,51,1096,1,1
27,48,1114,1,1
27,49,1110,1,1
27,48,1139,1,1
28,54,1133,1,1
30,48,1117,1,1
29,54,1094,1,1
28,55,1094,1,1
29,54,1133,1,1
29,53,1086,1,1
28,50,1138,1,1
29,52,1097,1,1
28,52,1137,1,1
28,48,1116,1,1
28,51,1098,1,1
28,53,1113,1,1
28,52,1080,1,1
28,55,1105,1,1
27,51,1110,1,1
30,54,1122,1,1
27,49,1129,1,1
28,49,1087,1,1
28,49,1103,1,1
30,48,1115,1,1
27,55,1124,1,1
29,48,1107,1,1
27,55,1109,1,1
27,55,1087,1,1
29,55,1120,1,1
30,48,1083,1,1
30,55,1106,1,1
28,53,1106,1,1
29,55,1137,1,1
30,54,1080,1,1
29,54,1133,1,1
30,52,1103,1,1
27,52,1089,1,1
28,49,1138,1,1
29,51,1096,1,1
27,53,1121,1,1
28,51,1110,1,1
28,51,1119,1,1
29,48,1122,1,1
30,50,1089,1,1
27,50,1131,1,1
29,54,1084,1,1
27,49,1116,1,1
28,52,1127,1,1
28,52,1087,1,1
29,53,1100,1,1
29,55,1140,1,1
27,51,1095,1,1
28,50,1110,1,1
27,55,1133,1,1
28,55,1127,1,1
29,51,1110,1,1
30,54,1108,1,1
27,48,1126,1,1
30,55,1082,1,1
29,54,1104,1,1
30,54,1093,1,1
29,54,1118,1,1
27,55,1119,1,1
28,50,1131,1,1
28,48,1111,1,1
30,54,1086,1,1
27,55,1107,1,1
28,52,1122,1,1
28,53,1100,1,1
29,51,1104,1,1
30,54,1083,1,1
27,53,1088,1,1
27,49,1110,1,1
30,55,1081,1,1
29,52,1105,1,1
27,48,1103,1,1
28,49,1137,1,1
28,54,1084,1,1
29,54,1086,1,1
29,55,1106,1,1
29,52,1119,1,1
29,50,1100,1,1
30,54,1088,1,1
28,53,1080,1,1
28,49,1136,1,1
27,48,1129,1,1
27,52,1082,1,1
28,55,1086,1,1
28,54,1089,1,1
27,55,1103,1,1
28,53,1099,1,1
30,51,1096,1,1
28,50,1090,1,1
30,54,1117,1,1
28,51,1121,1,1
27,53,1102,1,1
27,55,1107,1,1
27,53,1119,1,1
30,55,1122,1,1
29,48,1140,1,1
29,49,1089,1,1
27,51,1124,1,1
27,52,1086,1,1
29,52,1127,1,1
29,52,1108,1,1
27,53,1129,1,1
30,51,1112,1,1
30,49,1128,1,1
27,53,1120,1,1
30,52,1117,1,1
28,48,1126,1,1
28,53,1086,1,1
27,48,1133,1,1
30,50,1119,1,1
28,54,1117,1,1
27,53,1128,1,1
29,54,1085,1,1
28,53,1100,1,1
27,52,1111,1,1
27,52,1107,1,1
28,55,1098,1,1
30,49,1116,1,1
30,52,1088,1,1
28,50,1085,1,1
29,50,1096,1,1
29,48,1131,1,1
30,48,1102,1,1
27,52,1122,1,1
28,51,1129,1,1
30,53,1120,1,1
28,49,1136,1,1
29,50,1098,1,1
28,55,1123,1,1
28,52,1098,1,1
27,49,1121,1,1
29,55,1098,1,1
27,49,1135,1,1
28,52,1129,1,1
29,50,1132,1,1
30,48,1123,1,1
29,50,1084,1,1
27,52,1095,1,1
28,52,1118,1,1
30,50,1094,6,1
29,48,1124,6,1
29,55,1095,6,1
29,49,1089,6,1
28,54,1102,6,1
27,51,1134,6,1
29,53,1082,6,1
30,49,1098,6,1
30,48,1112,6,1
27,49,1111,6,1
28,50,1101,6,1
28,49,1085,6,1
28,48,1131,6,1
29,54,1085,6,1
28,54,1106,6,1
28,51,1081,6,1
30,53,1094,6,1
29,49,1081,6,1
29,52,1094,6,1
28,53,1121,6,1
28,51,1098,6,1
28,51,1126,6,1
30,49,1132,6,1
27,49,1115,6,1
27,50,1116,6,1
27,48,1082,6,1
27,51,1096,6,1
30,50,1119,6,1
27,53,1083,6,1
29,52,1133,6,1
29,55,1116,6,1
29,54,1091,6,1
29,53,1120,6,1
30,55,1089,6,1
30,55,1096,6,1
27,50,1108,6,1
30,54,1092,6,1
28,51,1094,6,1
29,55,1084,6,1
27,50,1138,6,1
28,54,1114,6,1
27,51,1107,6,1
29,50,1133,6,1
29,49,1112,6,1
28,52,1123,6,1
30,50,1136,6,1
28,52,1131,6,1
29,53,1108,6,1
30,49,1085,6,1
30,48,1101,6,1
28,51,1117,6,1
29,51,1118,6,1
30,48,1113,6,1
28,49,1082,6,1
28,50,1131,6,1
27,51,1086,6,1
28,48,1116,6,1
29,52,1117,6,1
29,52,1139,6,1
28,48,1120,6,1
29,51,1092,6,1
29,54,1121,6,1
29,50,1112,6,1
27,55,1101,6,1
29,51,1134,6,1
30,49,1108,6,1
27,53,1113,6,1
28,54,1096,6,1
30,53,1086,6,1
27,53,1088,6,1
30,49,1096,6,1
29,49,1119,6,1
27,48,1112,6,1
28,55,1108,6,1
27,50,1119,6,1
29,53,1084,6,1
29,51,1112,6,1
28,51,1122,6,1
28,48,1120,6,1
27,49,1134,6,1
30,50,1109,6,1
27,48,1099,6,1
27,55,1095,6,1
27,54,1100,6,1
30,52,1094,6,1
29,55,1119,6,1
30,55,1107,6,1
29,54,1109,6,1
28,54,1091,6,1
28,49,1092,6,1
29,53,1136,6,1
28,52,1113,6,1
27,52,1084,6,1
29,53,1099,6,1
27,54,1135,6,1
29,54,1114,6,1
27,54,1137,6,1
27,48,1116,6,1
28,48,1086,6,1
28,52,1107,6,1
27,49,1086,6,1
27,55,1104,6,1
28,54,1119,6,1
27,51,1126,6,1
28,54,1131,6,1
27,50,1116,6,1
30,51,1134,6,1
27,55,1119,6,1
30,54,1101,6,1
28,55,1087,6,1
29,54,1084,6,1
29,54,1081,6,1
28,49,1118,6,1
30,48,1090,6,1
29,50,1124,6,1
29,53,1122,6,1
28,48,1101,6,1
29,51,1082,6,1
30,54,1113,6,1
28,54,1110,6,1
28,50,1133,6,1
28,52,1135,6,1
30,53,1123,6,1
27,51,1133,6,1
30,53,1122,6,1
29,53,1081,6,1
28,52,1084,6,1
29,49,1133,6,1
28,51,1083,6,1
28,50,1120,6,1
29,50,1097,6,1
27,49,1119,6,1
28,55,1135,6,1
27,48,1135,6,1
27,52,1137,6,1
29,55,1102,6,1
27,48,1084,6,1
28,49,1121,6,1
29,54,1122,6,1
29,55,1100,6,1
27,55,1081,6,1
29,52,1113,6,1
30,52,1099,6,1
27,49,1140,6,1
29,53,1134,6,1
29,52,1113,6,1
30,53,1101,6,1
30,50,1107,6,1
28,55,1081,6,1
28,48,1099,6,1
30,50,1135,6,1
27,50,1088,6,1
30,54,1120,6,1
30,48,1102,6,1
28,50,1105,6,1
28,49,1110,6,1
29,48,1115,6,1
27,48,1091,6,1
30,54,1081,6,1
27,49,1116,6,1
30,53,1100,6,1
27,53,1085,6,1
30,49,1123,6,1
28,49,1081,6,1
29,51,1130,6,1
28,51,1123,6,1
30,54,1100,6,1
28,51,1113,6,1
29,55,1118,6,1
29,50,1112,6,1
29,51,1125,6,1
28,49,1137,6,1
27,51,1086,6,1
27,48,1083,6,1
27,55,1133,6,1
30,53,1087,6,1
28,50,1106,6,1
30,52,1127,6,1
27,51,1107,6,1
27,52,1112,6,1
27,50,1101,6,1
28,51,1116,6,1
30,52,1117,6,1
28,50,1129,6,1
30,54,1106,6,1
29,51,1124,6,1
28,52,1102,6,1
29,48,1121,6,1
30,50,1080,6,1
28,48,1091,6,1
29,54,1138,6,1
29,48,1124,6,1
30,51,1123,6,1
27,54,1101,6,1
27,50,1090,6,1
28,53,1128,6,1
28,53,1108,6,1
29,48,1112,6,1
29,54,1084,6,1
30,51,1083,6,1
28,53,1088,6,1
27,55,1085,6,1
27,48,1092,6,1
28,55,1133,6,1
30,53,1115,6,1
30,49,1092,6,1
27,49,1124,6,1
28,53,1086,6,1
28,50,1114,6,1
30,49,1117,6,1
27,55,1114,6,1
28,52,1118,6,1
28,49,1099,6,1
30,52,1086,6,1
29,49,1130,6,1
27,50,1087,6,1
30,55,1135,6,1
30,54,1120,6,1
27,48,1084,6,1
27,54,1116,6,1
29,53,1128,6,1
28,54,1105,6,1
27,53,1083,6,1
28,48,1080,6,1
29,50,1095,6,1
28,52,1081,6,1
27,48,1083,6,1
29,52,1089,6,1
29,50,1086,6,1
29,50,1086,6,1
28,55,1100,6,1
27,54,1102,6,1
27,49,1108,6,1
28,50,1120,6,1
30,50,1140,6,1
27,52,1093,6,1
28,52,1118,6,1
27,52,1121,6,1
29,53,1113,6,1
27,50,1097,6,1
27,55,1089,6,1
30,53,1087,6,1
29,50,1101,6,1
27,48,1090,6,1
29,55,1102,6,1
28,54,1126,6,1
30,54,1137,6,1
30,49,1087,6,1
28,54,1139,6,1
30,55,1094,6,1
27,54,1089,6,1
29,54,1137,6,1
28,49,1137,6,1
29,49,1121,6,1
27,49,1094,6,1
28,49,1138,6,1
30,48,1134,6,1
28,54,1095,6,1
29,53,1107,6,1
27,53,1130,6,1
27,48,1123,6,1
29,50,1121,6,1
28,48,1106,6,1
27,52,1109,6,1
27,55,1117,6,1
30,52,1080,6,1
27,55,1138,6,1
30,55,1085,6,1
29,54,1131,6,1
29,49,1139,6,1
30,54,1127,6,1
27,49,1137,6,1
30,50,1093,6,1
30,55,1137,6,1
29,49,1132,6,1
27,54,1109,6,1
27,48,1114,6,1
30,52,1107,6,1
30,54,1104,6,1
29,50,1138,6,1
27,51,1099,6,1
30,49,1138,6,1
29,51,1112,6,1
27,53,1080,6,1
28,55,1083,6,1
28,52,1083,6,1
30,55,1107,6,1
30,53,1113,6,1
30,50,1129,6,1
27,54,1118,6,1
27,51,1098,6,1
27,48,1127,6,1
29,50,1089,6,1
29,50,1139,6,1
28,50,1140,6,1
27,50,1118,6,1
27,49,1124,6,1
30,51,1123,6,1
29,55,1106,6,1
27,50,1129,6,1
30,49,1112,6,1
30,51,1127,6,1
27,55,1124,6,1
28,55,1093,6,1
29,50,1111,6,1
30,53,1134,6,1
28,48,1085,6,1
28,55,1104,6,1
30,52,1082,6,1
30,49,1085,6,1
28,53,1100,6,1
29,52,1113,6,1
27,49,1114,6,1
28,54,1090,6,1
28,51,1120,6,1
28,54,1086,6,1
29,48,1097,6,1
29,49,1101,6,1
29,49,1119,6,1
30,55,1088,6,1
30,52,1130,6,1
29,53,1139,6,1
27,52,1128,6,1
28,53,1100,6,1
28,55,1129,6,1
29,53,1098,6,1
27,49,1080,6,1
30,51,1104,6,1
28,50,1084,6,1
28,53,1085,6,1
29,55,1109,6,1
29,48,1081,6,1
28,52,1116,6,1
28,50,1129,6,1
29,52,1116,6,1
29,51,1122,6,1
29,51,1138,6,1
29,49,1129,6,1
29,54,1125,6,1
30,55,1127,6,1
27,48,1100,6,1
29,54,1135,6,1
28,52,1092,6,1
28,54,1080,6,1
27,51,1095,6,1
30,49,1106,6,1
28,54,1131,6,1
28,54,1127,6,1
29,50,1134,6,1
29,51,1131,6,1
30,51,1090,6,1
30,52,1139,6,1
29,53,1116,6,1
27,52,1123,6,1
28,49,1137,6,1
28,52,1126,6,1
28,51,1084,6,1
28,53,1108,6,1
30,55,1092,6,1
27,54,1133,6,1
27,48,1117,6,1
28,50,1136,6,1
30,50,1106,6,1
28,48,1094,6,1
27,52,1131,6,1
28,52,1115,6,1
30,50,1103,6,1
28,55,1103,6,1
29,53,1112,6,1
28,48,1121,6,1
28,54,1109,6,1
27,53,1085,6,1
28,48,1099,6,1
29,54,1135,6,1
28,49,1086,6,1
30,54,1098,6,1
30,48,1119,6,1
28,51,1080,6,1
29,48,1080,6,1
27,54,1081,6,1
30,49,1086,6,1
27,48,1136,6,1
30,55,1118,6,1
28,48,1119,6,1
28,53,1126,6,1
30,53,1087,6,1
29,53,1114,6,1
30,49,1086,6,1
30,48,1135,6,1
28,55,1100,6,1
30,50,1120,6,1
30,51,1137,6,1
29,55,1115,6,1
29,54,1134,6,1
30,50,1119,6,1
29,50,1127,6,1
28,49,1127,6,1
27,49,1134,6,1
28,52,1126,6,1
30,50,1103,6,1
28,50,1122,6,1
27,48,1112,6,1
30,52,1116,6,1
27,54,1115,6,1
30,51,1090,6,1
28,54,1118,6,1
29,55,1119,6,1
27,55,1134,6,1
30,48,1081,6,1
28,48,1091,6,1
28,54,1126,6,1
29,51,1120,6,1
27,49,1139,6,1
29,54,1108,6,1
29,49,1081,6,1
30,48,1122,6,1
30,49,1086,6,1
27,51,1113,6,1
29,55,1117,6,1
29,55,1106,6,1
29,51,1097,6,1
30,49,1138,6,1
29,55,1129,6,1
28,49,1122,6,1
27,49,1091,6,1
27,48,1080,6,1
30,49,1105,6,1
28,52,1091,6,1
29,48,1129,6,1
28,49,1126,6,1
28,49,1133,6,1
28,48,1106,6,1
29,51,1127,6,1
27,49,1108,6,1
29,48,1090,6,1
30,50,1133,6,1
30,52,1086,6,1
29,53,1095,6,1
30,55,1118,6,1
30,48,1136,6,1
28,52,1124,6,1
30,50,1096,6,1
30,55,1122,6,1
27,52,1140,6,1
27,53,1135,6,1
30,54,1120,6,1
29,51,1117,6,1
30,55,1089,6,1
28,52,1114,6,1
27,52,1122,6,1
30,55,1091,6,1
28,53,1098,6,1
28,50,1111,6,1
27,53,1117,6,1
28,48,1099,6,1
29,49,1088,6,1
29,54,1102,6,1
30,53,1080,6,1
28,53,1098,6,1
30,52,1092,6,1
27,54,1104,6,1
28,48,1083,6,1
29,54,1087,6,1
27,48,1104,6,1
30,49,1134,6,1
30,55,1135,6,1
29,55,1081,6,1
30,48,1097,6,1
29,53,1120,6,1
29,50,1108,6,1
30,55,1087,6,1
30,50,1127,6,1
30,53,1130,6,1
28,49,1123,6,1
30,51,1116,6,1
28,49,1121,6,1
27,49,1110,6,1
28,49,1090,6,1
28,50,1131,6,1
28,55,1115,6,1
27,49,1139,6,1
27,55,1101,6,1
27,55,1094,6,1
30,50,1112,6,1
30,54,1092,6,1
28,52,1082,6,1
28,54,1128,6,1
29,51,1092,6,1
28,48,1127,6,1
27,55,1080,6,1
30,54,1111,6,1
27,54,1108,6,1
29,50,1096,6,1
29,53,1126,6,1
28,51,1080,6,1
28,55,1116,6,1
30,54,1128,6,1
29,52,1118,6,1
28,49,1093,6,1
27,53,1104,6,1
28,52,1110,6,1
30,50,1080,6,1
27,55,1105,6,1
28,53,1098,6,1
28,48,1115,6,1
27,51,1123,6,1
27,52,1100,6,1
30,55,1096,6,1
28,53,1083,6,1
28,48,1088,6,1
30,50,1108,6,1
27,50,1093,6,1
29,51,1122,6,1
30,50,1131,6,1
27,48,1133,6,1
27,51,1136,6,1
30,49,1133,6,1
28,51,1098,6,1
28,52,1121,6,1
30,49,1124,6,1
29,54,1121,6,1
29,48,1089,6,1
28,55,1116,6,1
28,55,1120,6,1
29,51,1138,6,1
30,55,1092,6,1
28,51,1085,6,1
27,54,1139,6,1
29,52,1129,6,1
29,48,1099,6,1
27,53,1114,6,1
27,52,1132,6,1
28,49,1102,6,1
27,49,1101,6,1
29,53,1094,6,1
28,49,1088,6,1
29,54,1116,6,1
27,50,1109,6,1
28,54,1122,6,1
27,50,1089,6,1
27,54,1118,6,1
28,53,1094,6,1
28,51,1080,6,1
28,48,1124,6,1
27,51,1127,6,1
29,48,1108,6,1
30,51,1097,6,1
29,48,1122,6,1
29,53,1093,6,1
29,48,1103,6,1
28,50,1102,6,1
28,48,1089,6,1
30,51,1114,6,1
28,48,1114,6,1
30,53,1120,6,1
30,49,1122,6,1
28,52,1124,6,1
27,51,1131,6,1
27,52,1083,6,1
27,49,1112,6,1
29,54,1093,6,1
30,52,1096,6,1
28,55,1101,6,1
29,49,1098,6,1
30,49,1133,6,1
28,49,1083,6,1
27,53,1134,6,1
29,48,1088,6,1
29,55,1101,6,1
29,49,1097,6,1
27,49,1121,6,1
30,54,1110,6,1
27,54,1105,6,1
30,52,1125,6,1
29,52,1136,6,1
29,51,1083,6,1
30,55,1130,6,1
27,48,1114,6,1
27,50,1083,6,1
29,53,1115,6,1
29,55,1117,6,1
28,50,1130,6,1
29,53,1115,6,1
29,52,1082,6,1
27,55,1100,6,1
28,55,1088,6,1
28,50,1125,6,1
27,49,1109,6,1
27,53,1101,6,1
29,54,1126,6,1
29,53,1128,6,1
27,50,1104,6,1
27,50,1099,6,1
27,53,1087,6,1
27,49,1083,6,1
30,53,1097,6,1
30,49,1081,6,1
29,54,1103,6,1
28,51,1114,6,1
29,55,1116,6,1
30,55,1133,6,1
28,55,1101,6,1
27,53,1124,6,1
27,55,1103,6,1
28,53,1090,6,1
27,50,1136,6,1
